0,2
1,2.49
2,3.097
3,3.8473
4,4.7721
5,5.9082
6,7.298
7,8.9893
8,11.0346
9,13.4888
10,16.4062
11,19.8348
12,23.81
13,28.3452
14,33.4228
15,38.9858
16,44.9326
17,51.1184
18,57.3652
19,63.4796
20,69.2754
21,74.5965
22,79.334
23,83.4328
24,86.8884
25,89.7366
26,92.0391
27,93.8709
28,95.3092
29,96.4269
30,97.2883
31,97.9478
32,98.4503
33,98.8317
34,99.1204
35,99.3384
36,99.5027
