1.5,0.1,0.135,0.175163,0.216721,0.254629,0.28469,0.305462,0.318233,0.325441,0.329294,0.331289,0.332305,0.332818,0.333075,0.333204,0.333269,0.333301,0.333317,0.333325,0.333329,0.333331,0.333332,0.333333,0.333333,0.333333
2.6,0.1,0.234,0.466034,0.647,0.593816,0.627116,0.607988,0.61968,0.612759,0.616942,0.614444,0.615947,0.615047,0.615587,0.615263,0.615458,0.615341,0.615411,0.615369,0.615394,0.615379,0.615388,0.615383,0.615386,0.615384
3.3,0.1,0.297,0.68901,0.707108,0.683451,0.713941,0.673957,0.725139,0.657731,0.742899,0.6303,0.768972,0.586258,0.800447,0.527115,0.822574,0.481622,0.823885,0.478824,0.82352,0.479604,0.823627,0.479376,0.823596,0.479442
3.75,0.1,0.3375,0.838477,0.507876,0.937267,0.22049,0.644527,0.859169,0.45374,0.929475,0.245817,0.695216,0.79459,0.612063,0.890407,0.365933,0.870098,0.423854,0.915757,0.289299,0.771019,0.662058,0.839015,0.506508,0.937341
